iter	Passed	Remaining
403	15686	23141
404	15713	23084
405	15740	23029
406	15766	22971
407	15794	22917
408	15826	22868
409	15853	22813
410	15883	22762
411	15907	22702
412	15935	22649
413	15962	22593
414	15990	22541
415	16015	22483
416	16041	22427
417	16079	22388
418	16121	22354
419	16162	22319
420	16200	22279
421	16241	22245
422	16273	22198
423	16293	22134
424	16312	22070
425	16332	22006
426	16351	21942
427	16371	21879
428	16391	21817
429	16412	21756
430	16433	21695
431	16453	21633
432	16472	21570
433	16492	21508
434	16510	21445
435	16529	21382
436	16550	21321
437	16577	21270
438	16605	21220
439	16631	21167
440	16658	21115
441	16685	21064
442	16711	21012
443	16739	20961
444	16769	20914
445	16796	20863
446	16823	20812
447	16850	20762
448	16880	20714
449	16907	20664
450	16934	20613
451	16960	20563
452	16988	20513
453	17012	20459
454	17040	20410
455	17066	20359
456	17092	20309
457	17119	20259
458	17146	20209
459	17173	20160
460	17200	20110
461	17225	20059
462	17256	20014
463	17283	19965
464	17311	19917
465	17338	19869
466	17366	19821
467	17394	19773
468	17421	19724
469	17450	19678
470	17479	19631
471	17506	19583
472	17532	19534
473	17560	19486
474	17584	19435
475	17611	19387
476	17638	19339
477	17683	19311
478	17722	19276
479	17748	19227
480	17776	19180
481	17803	19132
482	17830	19086
483	17857	19038
484	17883	18990
485	17911	18943
486	17939	18897
487	17968	18851
488	17997	18806
489	18029	18765
490	18067	18729
491	18100	18689
492	18130	18645
493	18166	18608
494	18200	18568
495	18239	18534
496	18285	18505
497	18346	18493
498	18401	18475
499	18446	18446
500	18498	18424
501	18541	18394
502	18591	18369
503	18635	18339
504	18671	18301
505	18698	18255
506	18726	18209
507	18755	18165
508	18782	18118
509	18810	18073
510	18841	18029
511	18873	17988
512	18900	17942
513	18924	17893
514	18949	17845
515	18976	17799
516	19003	17753
517	19030	17708
518	19058	17663
519	19091	17622
520	19128	17586
521	19169	17553
522	19208	17518
523	19259	17494
524	19300	17462
525	19349	17436
526	19396	17409
527	19443	17381
528	19488	17352
529	19534	17323
530	19580	17294
531	19617	17257
532	19662	17227
533	19710	17200
534	19753	17169
535	19807	17147
536	19865	17128
537	19910	17097
538	19961	17072
539	20000	17037
540	20050	17011
541	20090	16976
542	20138	16948
543	20167	16905
544	20195	16860
545	20221	16814
546	20248	16768
547	20271	16720
548	20300	16676
549	20327	16631
550	20355	16587
551	20382	16541
552	20406	16494
553	20433	16450
554	20460	16405
555	20486	16359
556	20514	16315
557	20541	16271
558	20566	16225
559	20592	16179
560	20617	16133
561	20644	16089
562	20669	16043
563	20697	16000
564	20724	15955
565	20750	15910
566	20777	15867
567	20805	15823
568	20832	15780
569	20858	15735
570	20885	15691
571	20913	15648
572	20940	15604
573	20967	15561
574	20993	15517
575	21020	15473
576	21047	15430
577	21076	15387
578	21111	15350
579	21142	15310
580	21170	15267
581	21200	15226
582	21230	15185
583	21257	15142
584	21284	15099
585	21312	15056
586	21340	15014
587	21364	14969
588	21383	14921
589	21400	14871
590	21421	14824
591	21440	14776
592	21460	14729
593	21478	14680
594	21497	14632
595	21516	14584
596	21535	14537
597	21554	14489
598	21573	14442
599	21603	14402
600	21644	14369
601	21684	14336
602	21729	14306
603	21759	14265
604	21787	14224
605	21836	14197
606	21866	14157
607	21904	14122
608	21947	14090
609	21978	14051
610	22012	14014
611	22039	13973
612	22062	13928
613	22089	13886
614	22115	13844
615	22143	13803
616	22171	13763
617	22200	13722
618	22229	13682
619	22258	13642
620	22286	13601
621	22314	13560
622	22342	13520
623	22373	13481
624	22399	13439
625	22428	13399
626	22457	13359
627	22496	13325
628	22533	13290
629	22566	13253
630	22606	13220
631	22649	13188
632	22677	13147
633	22703	13106
634	22730	13065
635	22758	13025
636	22786	12985
637	22813	12944
638	22840	12903
639	22867	12863
640	22895	12822
641	22922	12782
642	22949	12741
643	22976	12701
644	23004	12661
645	23032	12621
646	23062	12583
647	23090	12542
648	23126	12507
649	23164	12472
650	23210	12442
651	23254	12411
652	23299	12381
653	23345	12351
654	23388	12319
655	23439	12291
656	23498	12268
657	23554	12242
658	23602	12213
659	23651	12184
660	23695	12152
661	23745	12123
662	23782	12088
663	23821	12054
664	23861	12020
665	23905	11988
666	23943	11953
667	23980	11918
668	24019	11884
669	24056	11848
670	24094	11813
671	24136	11780
672	24178	11747
673	24219	11714
674	24250	11676
675	24278	11636
676	24304	11595
677	24335	11557
678	24366	11519
679	24396	11480
680	24429	11443
681	24475	11412
682	24515	11378
683	24559	11346
684	24617	11320
685	24662	11288
686	24702	11254
687	24735	11217
688	24768	11179
689	24800	11142
690	24832	11104
691	24864	11066
692	24909	11034
693	24935	10994
694	24968	10957
695	25003	10920
696	25035	10883
697	25064	10844
698	25101	10809
699	25146	10777
700	25189	10744
701	25220	10706
702	25247	10666
703	25274	10626
704	25301	10587
705	25329	10548
706	25356	10508
707	25382	10468
708	25413	10430
709	25442	10391
710	25467	10351
711	25496	10313
712	25535	10278
713	25578	10245
714	25616	10210
715	25657	10176
716	25700	10143
717	25727	10104
718	25754	10065
719	25778	10025
720	25806	9986
721	25831	9946
722	25859	9907
723	25886	9868
724	25919	9831
725	25947	9792
726	25975	9754
727	26003	9715
728	26029	9676
729	26065	9640
730	26088	9600
731	26118	9562
732	26144	9523
733	26173	9485
734	26201	9446
735	26229	9408
736	26273	9375
737	26307	9339
738	26346	9305
739	26367	9264
740	26387	9223
741	26406	9181
742	26424	9140
743	26442	9098
744	26461	9057
745	26480	9016
746	26499	8975
747	26518	8934
748	26536	8892
749	26560	8853
750	26580	8812
751	26597	8771
752	26616	8730
753	26635	8690
754	26654	8649
755	26674	8609
756	26696	8569
757	26722	8531
758	26747	8492
759	26775	8455
760	26802	8417
761	26831	8380
762	26857	8342
763	26884	8304
764	26912	8267
765	26938	8229
766	26968	8192
767	26997	8155
768	27023	8117
769	27061	8083
770	27093	8047
771	27119	8009
772	27146	7971
773	27172	7933
774	27199	7896
775	27226	7859
776	27247	7820
777	27274	7782
778	27301	7745
779	27329	7708
780	27357	7671
781	27382	7633
782	27408	7595
783	27434	7558
784	27461	7521
785	27490	7484
786	27518	7447
787	27544	7410
788	27573	7373
789	27599	7336
790	27623	7298
791	27649	7261
792	27676	7224
793	27708	7188
794	27746	7154
795	27785	7120
796	27825	7087
797	27866	7054
798	27902	7019
799	27944	6986
800	27988	6953
801	28027	6919
802	28067	6885
803	28108	6852
804	28141	6816
805	28167	6779
806	28219	6748
807	28267	6717
808	28308	6683
809	28345	6649
810	28391	6616
811	28431	6582
812	28480	6550
813	28519	6516
814	28565	6484
815	28611	6451
816	28655	6418
817	28698	6385
818	28751	6354
819	28785	6318
820	28824	6284
821	28854	6248
822	28889	6213
823	28932	6179
824	28966	6144
825	29056	6120
826	29119	6091
827	29167	6058
828	29208	6024
829	29238	5988
830	29266	5951
831	29294	5915
832	29328	5879
833	29380	5847
834	29453	5820
835	29511	5789
836	29586	5761
837	29663	5734
838	29765	5711
839	29828	5681
840	29934	5659
841	30038	5636
842	30096	5605
843	30136	5570
844	30176	5535
845	30217	5500
846	30284	5470
847	30380	5445
848	30444	5414
849	30472	5377
850	30506	5341
851	30538	5304
852	30568	5267
853	30598	5231
854	30636	5195
855	30690	5162
856	30734	5128
857	30784	5094
858	30835	5061
859	30864	5024
860	30900	4988
861	30942	4953
862	30989	4919
863	31034	4885
864	31064	4848
865	31095	4811
866	31126	4774
867	31155	4737
868	31189	4701
869	31219	4664
870	31276	4632
871	31316	4596
872	31362	4562
873	31408	4527
874	31447	4492
875	31483	4456
876	31524	4421
877	31570	4386
878	31642	4355
879	31692	4321
880	31723	4285
881	31759	4249
882	31778	4210
883	31798	4172
884	31817	4134
885	31836	4096
886	31855	4058
887	31874	4020
888	31894	3982
889	31913	3944
890	31932	3906
891	31951	3868
892	31971	3830
893	31990	3793
894	32010	3755
895	32030	3717
896	32048	3680
897	32067	3642
898	32086	3604
899	32105	3567
900	32124	3529
901	32143	3492
902	32162	3454
903	32179	3417
904	32198	3379
905	32220	3342
906	32239	3305
907	32258	3268
908	32277	3231
909	32296	3194
910	32315	3157
911	32335	3120
912	32356	3083
913	32375	3046
914	32395	3009
915	32414	2972
916	32432	2935
917	32452	2898
918	32472	2862
919	32492	2825
920	32511	2788
921	32527	2751
922	32546	2715
923	32565	2678
924	32586	2642
925	32606	2605
926	32627	2569
927	32644	2532
928	32662	2496
929	32681	2459
930	32700	2423
931	32719	2387
932	32736	2350
933	32755	2314
934	32786	2279
935	32806	2243
936	32825	2207
937	32845	2171
938	32864	2134
939	32882	2098
940	32901	2062
941	32920	2026
942	32933	1990
943	32951	1954
944	32970	1918
945	32989	1883
946	33007	1847
947	33027	1811
948	33046	1775
949	33065	1740
950	33084	1704
951	33103	1669
952	33122	1633
953	33141	1598
954	33159	1562
955	33178	1527
956	33198	1491
957	33219	1456
958	33239	1421
959	33260	1385
960	33281	1350
961	33300	1315
962	33321	1280
963	33341	1245
964	33360	1209
965	33379	1174
966	33402	1139
967	33429	1105
968	33457	1070
969	33484	1035
970	33511	1000
971	33538	966
972	33566	931
973	33593	896
974	33620	862
975	33683	828
976	33716	793
977	33750	759
978	33790	724
979	33825	690
980	33865	655
981	33893	621
982	33920	586
983	33947	551
984	33974	517
985	34001	482
986	34027	448
987	34045	413
988	34075	378
989	34101	344
990	34129	309
991	34155	275
992	34183	240
993	34211	206
994	34240	172
995	34266	137
996	34294	103
997	34333	68
998	34361	34
999	34389	0
