iter	Logloss
126	0.4333925641
127	0.4332672986
128	0.4330703988
129	0.4328522595
130	0.4327029211
131	0.432522914
132	0.4323157764
133	0.432122842
134	0.431868198
135	0.4316777815
136	0.4314781807
137	0.4313421768
138	0.4312017497
139	0.4311011558
140	0.430838087
141	0.4306743776
142	0.4305272402
143	0.4304308714
144	0.4303156766
145	0.4302152821
146	0.4301013998
147	0.4299762642
148	0.4299028243
149	0.4298160949
150	0.4296209271
151	0.4295154093
152	0.4294307216
153	0.4293293014
154	0.4291794066
155	0.4291108229
156	0.4290448984
157	0.4288515276
158	0.4287699203
159	0.4286919565
160	0.428555113
161	0.4284405805
162	0.4283574487
163	0.4282397531
164	0.428143801
165	0.428063227
166	0.4280210813
167	0.4278962364
168	0.4278396087
169	0.4277856707
170	0.4276052025
171	0.4275412756
172	0.4274712939
173	0.427204024
174	0.4271686537
175	0.4269673698
176	0.4268318728
177	0.4267280243
178	0.4266640908
179	0.4265986074
180	0.4264899178
181	0.4264003969
182	0.4263769895
183	0.4263010357
184	0.4262335636
185	0.425997915
186	0.4259549806
187	0.4258733714
188	0.4258214393
189	0.4257538491
190	0.4256980374
191	0.4256014021
192	0.4255153543
193	0.4254725423
194	0.4252710448
195	0.4252233757
196	0.4251492691
197	0.4250754411
198	0.4250380103
199	0.4249873655
200	0.4249495846
201	0.424863511
202	0.4247821248
203	0.4247270608
204	0.4246635299
205	0.4245788013
206	0.4244824818
207	0.4243813327
208	0.4242954792
209	0.4242534012
210	0.4241541424
211	0.4241371812
212	0.4240889787
213	0.4239401154
214	0.4239136415
215	0.4238657708
216	0.4237113253
217	0.4236751325
218	0.4235012126
219	0.4234442563
220	0.4234048287
221	0.4233622427
222	0.4231865711
223	0.4231606889
224	0.4231132198
225	0.4230355828
226	0.4229494488
227	0.4228380704
228	0.4227757118
229	0.4226743299
230	0.4225813857
231	0.4225488362
232	0.4225247742
233	0.422506169
234	0.4224329236
235	0.4223364855
236	0.4222991666
237	0.4222840494
238	0.4222054566
239	0.4221162485
240	0.4219938485
241	0.4218732425
242	0.4218076462
243	0.4217270973
244	0.4216731243
245	0.4215813409
246	0.4215503767
247	0.4215184477
248	0.4214370505
249	0.4214116415
250	0.4213831394
251	0.4213515728
252	0.4213153777
253	0.4212889326
254	0.4212728444
255	0.4212001196
256	0.4211695588
257	0.4211041103
258	0.421027762
259	0.4209932979
260	0.4209342717
261	0.4208285238
262	0.4208053328
263	0.4207612006
264	0.4207034497
265	0.4206640741
266	0.4205828835
267	0.4205338845
268	0.4204667741
269	0.4204377274
270	0.4203238526
271	0.4203030248
272	0.420275081
273	0.4202487482
274	0.4201660955
275	0.4201242971
276	0.4200452664
277	0.4200292194
278	0.4199731889
279	0.4199322591
280	0.4198827891
281	0.4198635492
282	0.4198408256
283	0.4198145355
284	0.4197531874
285	0.4196984096
286	0.4196765849
287	0.4196470268
288	0.4196199221
289	0.4195520112
290	0.419529906
291	0.4195056637
292	0.4194727827
293	0.4194316618
294	0.4193919716
295	0.4193418848
296	0.419316691
297	0.4192357984
298	0.4192150059
299	0.4191365107
300	0.4190805606
301	0.4190469727
302	0.4190059663
303	0.4189778397
304	0.4189298159
305	0.4188613174
306	0.418828556
307	0.4188112205
308	0.4187967363
309	0.4187691974
310	0.4187463377
311	0.4187310761
312	0.4186942831
313	0.4186663914
314	0.4185910348
315	0.4185606144
316	0.4185391217
317	0.4185040471
318	0.4184635089
319	0.418396282
320	0.4183722069
321	0.4183059267
322	0.4182772779
323	0.4182317549
324	0.4181713365
325	0.418139292
326	0.4181133972
327	0.4180650986
328	0.418024351
329	0.4180078652
330	0.4179735965
331	0.4179172111
332	0.4179017315
333	0.4178731642
334	0.4178693441
335	0.4178494105
336	0.4178294089
337	0.4178032364
338	0.4177619567
339	0.417736568
340	0.4177132131
341	0.4177007989
342	0.4176540583
343	0.4176433615
344	0.4175715271
345	0.4175592774
346	0.417548254
347	0.4174728164
348	0.4174220216
349	0.4174082153
350	0.4173475576
351	0.4173193054
352	0.4172759311
353	0.4172630147
354	0.417238097
355	0.4172054511
356	0.4171734555
357	0.4171183093
358	0.4171042566
359	0.4170818054
360	0.417072903
361	0.4170291311
362	0.4170099571
363	0.416988083
364	0.4169499845
365	0.4169384213
366	0.4169209003
367	0.4168824929
368	0.4168542794
369	0.4168264683
370	0.4168070334
371	0.4167905039
372	0.4167538677
373	0.4167202911
374	0.4167052518
375	0.4166819691
376	0.4166561352
377	0.4166288182
378	0.4166081627
379	0.4165945349
380	0.4165868689
381	0.4165806775
382	0.4165424098
383	0.4165277016
384	0.4165203747
385	0.4164910763
386	0.4164785112
387	0.4164518969
388	0.4164279291
389	0.416409379
390	0.416357035
391	0.4163484133
392	0.4163103742
393	0.4162991633
394	0.4162543888
395	0.4161687303
396	0.4161188563
397	0.4160941687
398	0.4160724013
399	0.4160496443
400	0.4160066229
401	0.4160009384
402	0.4159679075
403	0.415950202
404	0.4159376497
405	0.4159049349
406	0.4159004721
407	0.4158768384
408	0.4158600301
409	0.4158495549
410	0.4158219895
411	0.4158124655
412	0.4157964606
413	0.4157547562
414	0.415700416
415	0.4156892689
416	0.4156743965
417	0.4156381648
418	0.4156335267
419	0.415601616
420	0.4155948435
421	0.41556007
422	0.4155482175
423	0.4155146507
424	0.4154994825
425	0.4154823773
426	0.4154500251
427	0.4154363906
428	0.4154252959
429	0.4154105192
430	0.4154002015
431	0.4153843151
432	0.4153712549
433	0.4153651449
434	0.4153491758
435	0.4153376563
436	0.4152987726
437	0.4152791712
438	0.415235816
439	0.4152254091
440	0.4152131548
441	0.415191956
442	0.4151785802
443	0.4151604101
444	0.4151415252
445	0.4151269423
446	0.4151147788
447	0.4151043155
448	0.4150046413
449	0.414979224
450	0.4149680152
451	0.4149421506
452	0.4149322915
453	0.414914734
454	0.4148947268
455	0.4148882031
456	0.4148763689
457	0.4148635852
458	0.4148453982
459	0.4148245012
460	0.4148069184
461	0.414800389
462	0.4147823568
463	0.4147499395
464	0.4147319162
465	0.4147221613
466	0.4147021122
467	0.4146875061
468	0.4146826145
469	0.4146732415
470	0.4146566936
471	0.4146551137
472	0.4146461916
473	0.4146298999
474	0.4146208473
475	0.4146049952
476	0.4145902002
477	0.4145251847
478	0.4145083488
479	0.4144936098
480	0.4144660977
481	0.4144515906
482	0.4144326057
483	0.4144198324
484	0.4144138245
485	0.4143922772
486	0.4143817231
487	0.4143608806
488	0.4143464744
489	0.4143391901
490	0.4142909159
491	0.4142702276
492	0.4142632135
493	0.4142460424
494	0.4142340016
495	0.4142201688
496	0.4142114083
497	0.4141935591
498	0.4141780817
499	0.4141538996
500	0.4141422561
501	0.4141223115
502	0.4140982455
503	0.4140920966
504	0.4140885304
505	0.4140794764
506	0.4140671891
507	0.4140474705
508	0.4140418817
509	0.4140362253
510	0.4140251919
511	0.4140197934
512	0.4140023946
513	0.413981039
514	0.4139743979
515	0.4139584473
516	0.4139513943
517	0.4139436737
518	0.4139322527
519	0.413927283
520	0.413881655
521	0.413856073
522	0.4138274515
523	0.4137910049
524	0.4137687913
525	0.4137601963
526	0.4137543844
527	0.4137096953
528	0.4137002823
529	0.4136866877
530	0.4136707042
531	0.413649127
532	0.4136346275
533	0.4136304881
534	0.4136184751
535	0.4136053638
536	0.4136026847
537	0.4135740316
538	0.4135474118
539	0.4135406292
540	0.4135333073
541	0.4135110398
542	0.4134570853
543	0.4134101041
544	0.4133835395
545	0.4133739124
546	0.413363637
547	0.4133391073
548	0.4133305375
549	0.4133186195
550	0.4133009835
551	0.4132821881
552	0.4132757594
553	0.4132713107
554	0.4132609875
555	0.4132492097
556	0.4132310465
557	0.4131896833
558	0.413168154
559	0.4131554134
560	0.4131521416
561	0.413142996
562	0.413140308
563	0.4131245474
564	0.4131164545
565	0.4130991074
566	0.4130882301
567	0.413064456
568	0.413051719
569	0.4130431187
570	0.4130394909
571	0.4130299917
572	0.4130092203
573	0.4129933173
574	0.4129858452
575	0.4129789396
576	0.4129694025
577	0.4129560275
578	0.4129295417
579	0.4128891062
580	0.4128661094
581	0.4128564161
582	0.4128228119
583	0.4128121009
584	0.4128062556
585	0.4127985401
586	0.4127712691
587	0.4127611923
588	0.4127368571
589	0.4127270359
590	0.4127095818
591	0.4126870663
592	0.4126726458
593	0.4126647557
594	0.4126525592
595	0.41261078
596	0.4125916157
597	0.4125577034
598	0.4125501348
599	0.4125404042
600	0.4125325477
601	0.4125228021
602	0.4125105532
603	0.4124924503
604	0.4124821185
605	0.4124783132
606	0.4124758101
607	0.4124544663
608	0.4124374187
609	0.4124353551
610	0.4124199565
611	0.4124164261
612	0.4124090625
613	0.4124014091
614	0.4123958878
615	0.4123717443
616	0.4123566373
617	0.4123461537
618	0.4123329696
619	0.4123170931
620	0.4123010806
621	0.412285291
622	0.4122744093
623	0.4122662826
624	0.41226234
625	0.4122404806
626	0.4122221688
627	0.4122124421
628	0.4121931677
629	0.4121891815
630	0.4121690059
631	0.412158781
632	0.4121457067
633	0.4121297367
634	0.4121166076
635	0.4121104365
636	0.4120966293
637	0.4120771527
638	0.4120709241
639	0.4120636882
640	0.412044438
641	0.412036198
642	0.4120178146
643	0.4120063414
644	0.4119740594
645	0.4119615117
646	0.4119561724
647	0.4119500626
648	0.4119490875
649	0.4119210442
650	0.4119048136
651	0.4118907602
652	0.4118814872
653	0.41186857
654	0.4118644808
655	0.4118628867
656	0.4118320508
657	0.4118037083
658	0.4117961585
659	0.4117907391
660	0.4117784165
661	0.4117652108
662	0.4117546945
663	0.4117423939
664	0.4117314642
665	0.4117254105
666	0.4117182923
667	0.411710932
668	0.411705215
669	0.4116956878
670	0.4116786069
671	0.4116663094
672	0.41164679
673	0.4116432641
674	0.4116386728
675	0.4116293997
676	0.4116154203
677	0.4116008
678	0.4115987837
679	0.4115922614
680	0.4115811677
681	0.4115766662
682	0.4115652874
683	0.4115595887
684	0.4115462602
685	0.4115331024
686	0.4115090056
687	0.4114986831
688	0.4114889568
689	0.4114781077
690	0.4114619205
691	0.4114571131
692	0.4114461432
693	0.4114459869
694	0.4114394399
695	0.4114107537
696	0.4114056104
697	0.4113969278
698	0.411387167
699	0.4113748424
700	0.4113678429
701	0.4113551819
702	0.411337679
703	0.4113168245
704	0.4113019016
705	0.4112843462
706	0.4112636683
707	0.4112610221
708	0.411251877
709	0.4112463108
710	0.4112303735
711	0.411222262
712	0.4112021426
713	0.4111940985
714	0.4111778632
715	0.4111662199
716	0.4111588599
717	0.4111496117
718	0.4111346274
719	0.4111152536
720	0.4111073019
721	0.4111042667
722	0.4110954216
723	0.4110829444
724	0.4110667528
725	0.4110590189
726	0.4110405932
727	0.4110257445
728	0.4110205053
729	0.4110020174
730	0.4109991727
731	0.4109590306
732	0.4109554101
733	0.4109427629
734	0.4109314841
735	0.4109204658
736	0.4109143137
737	0.4109109734
738	0.4109012615
739	0.4108871064
740	0.4108731382
741	0.4108603765
742	0.4108531293
743	0.4108465695
744	0.4108430103
745	0.4108367101
746	0.4108309405
747	0.4108261929
748	0.4108196423
749	0.4108095932
750	0.410800538
751	0.4107926719
752	0.4107773205
753	0.410766652
754	0.4107565319
755	0.4107513723
756	0.410739706
757	0.4107298907
758	0.4107229378
759	0.4106852561
760	0.4106823641
761	0.4106643687
762	0.4106575532
763	0.4106422987
764	0.410633492
765	0.4106227215
766	0.4106106899
767	0.4105922021
768	0.4105870523
769	0.4105773214
770	0.4105668462
771	0.4105636877
772	0.4105568432
773	0.4105437287
774	0.4105318772
775	0.4105111605
776	0.4105107061
777	0.4105038291
778	0.4104989731
779	0.4104957306
780	0.4104873673
781	0.4104795441
782	0.4104759376
783	0.4104674281
784	0.4104552063
785	0.410428801
786	0.4104159115
787	0.4104074717
788	0.4103953029
789	0.4103833044
790	0.410376972
791	0.410367738
792	0.4103601438
793	0.4103505169
794	0.4103395361
795	0.4103320577
796	0.4103258802
797	0.410318014
798	0.4103061388
799	0.4102921717
800	0.4102779817
801	0.4102688166
802	0.410258144
803	0.4102538265
804	0.4102442141
805	0.4102373657
806	0.4102254143
807	0.4102159908
808	0.4102052559
809	0.4102003198
810	0.4101886272
811	0.4101810957
812	0.4101665882
813	0.4101526398
814	0.4101180359
815	0.4101011894
816	0.4100922321
817	0.410028964
818	0.4100177277
819	0.4100139313
820	0.4100108125
821	0.4100042654
822	0.4099903354
823	0.4099822099
824	0.4099718249
825	0.409959954
826	0.4099528495
827	0.4099416466
828	0.4099306566
829	0.4099220665
830	0.4099194867
831	0.4099138635
832	0.409909017
833	0.4099021443
834	0.4098809784
835	0.4098727428
836	0.4098632447
837	0.409849153
838	0.4098416751
839	0.409825649
840	0.409815108
841	0.4097994559
842	0.4097816504
843	0.4097564279
844	0.4097349629
845	0.4097026827
846	0.4096959748
847	0.4096921363
848	0.4096797397
849	0.40966906
850	0.4096590543
851	0.4096500788
852	0.4096436268
853	0.409637872
854	0.4096325472
855	0.4096260429
856	0.4096166287
857	0.4096094948
858	0.4095997007
859	0.4095943426
860	0.4095870053
861	0.4095725083
862	0.4095597824
863	0.4095474555
864	0.4095462958
865	0.409541175
866	0.4095387081
867	0.409532271
868	0.4095300556
869	0.4095301266
870	0.4095241771
871	0.4095243664
872	0.409514653
873	0.4095038057
874	0.4094915371
875	0.4094871877
876	0.4094723783
877	0.4094682928
878	0.4094622868
879	0.4094544628
880	0.4094376554
881	0.409429926
882	0.409409483
883	0.4093952866
884	0.4093936394
885	0.409386624
886	0.409378498
887	0.4093687671
888	0.4093505679
889	0.4093411912
890	0.4093310574
891	0.4093198539
892	0.4093132937
893	0.4093049256
894	0.4092961267
895	0.4092740372
896	0.409268121
897	0.4092625265
898	0.4092471767
899	0.4092381037
900	0.4092257603
901	0.4092208568
902	0.4092171129
903	0.409210951
904	0.4092038086
905	0.4091924298
906	0.4091805267
907	0.4091756566
908	0.4091681592
909	0.4091566742
910	0.4091458502
911	0.409133279
912	0.4091263315
913	0.4091168671
914	0.4091098667
915	0.4091001119
916	0.4090948676
917	0.409089944
918	0.4090847376
919	0.4090765774
920	0.4090655743
921	0.4090565348
922	0.4090517215
923	0.4090484751
924	0.4090323934
925	0.4090184968
926	0.4090077013
927	0.4090022726
928	0.4089969993
929	0.4089869957
930	0.4089835264
931	0.4089713026
932	0.4089661433
933	0.4089590956
934	0.4089516886
935	0.4089390077
936	0.408933333
937	0.4089256651
938	0.4089173302
939	0.4089162841
940	0.4089126337
941	0.4089058323
942	0.4089058371
943	0.4089019472
944	0.4088958889
945	0.4088876203
946	0.4088820765
947	0.4088607368
948	0.4088497926
949	0.4088406764
950	0.4088357774
951	0.408834481
952	0.4088289292
953	0.4088102811
954	0.4088047809
955	0.4087988408
956	0.4087909413
957	0.408781811
958	0.4087746354
959	0.4087676645
960	0.4087575075
961	0.4087524807
962	0.4087425881
963	0.4087314796
964	0.4087240725
965	0.408716011
966	0.4086977444
967	0.4086904554
968	0.4086827416
969	0.4086796746
970	0.4086711027
971	0.4086644673
972	0.408661381
973	0.4086565534
974	0.4086479533
975	0.4086403146
976	0.4086365805
977	0.4086282073
978	0.4086105053
979	0.4086034676
980	0.4085932956
981	0.4085890399
982	0.4085813202
983	0.4085769896
984	0.4085675376
985	0.4085638268
986	0.408559774
987	0.4085595943
988	0.408555467
989	0.4085515527
990	0.4085423233
991	0.4085360184
992	0.4085274383
993	0.4085185118
994	0.4085145737
995	0.4085051789
996	0.4085026261
997	0.4084929803
998	0.4084827426
999	0.4084768259
